artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,name,preview_url,preview_url
Bahaa Sultan,0.511,https://api.spotify.com/v1/audio-analysis/4hgBNlMh0PF4S2VE0ejaM6,0.513,260800,0.565,4hgBNlMh0PF4S2VE0ejaM6,0,5,0.232,-6.989,1,0.11,75.101,4,https://api.spotify.com/v1/tracks/4hgBNlMh0PF4S2VE0ejaM6,audio_features,spotify:track:4hgBNlMh0PF4S2VE0ejaM6,0.31,العمر كله,https://p.scdn.co/mp3-preview/6db1695731fc9aa61344b10ee2f7487b139a4be8?cid=f0ab2ded1b8a482188532d1f3441d07c,4hgBNlMh0PF4S2VE0ejaM6
Sultan + Shepard,0.716,https://api.spotify.com/v1/audio-analysis/5tsVgtKdAfKGcVIcCHvyxe,0.645,290410,0.572,5tsVgtKdAfKGcVIcCHvyxe,0.0527,0,0.0922,-8.167,1,0.0298,121.994,4,https://api.spotify.com/v1/tracks/5tsVgtKdAfKGcVIcCHvyxe,audio_features,spotify:track:5tsVgtKdAfKGcVIcCHvyxe,0.121,Raye,https://p.scdn.co/mp3-preview/24f38c1ae0247f9be67835b46455f1cf3fe03711?cid=f0ab2ded1b8a482188532d1f3441d07c,5tsVgtKdAfKGcVIcCHvyxe
Bahaa Sultan,0.312,https://api.spotify.com/v1/audio-analysis/0yDB9QPreJjeDynwlwZ4m2,0.595,323448,0.575,0yDB9QPreJjeDynwlwZ4m2,0,1,0.165,-8.133,1,0.0336,134.147,4,https://api.spotify.com/v1/tracks/0yDB9QPreJjeDynwlwZ4m2,audio_features,spotify:track:0yDB9QPreJjeDynwlwZ4m2,0.604,Ana Mosammem,https://p.scdn.co/mp3-preview/94c9b8d4627e6e931ff06c785cfbcf99f84d71b7?cid=f0ab2ded1b8a482188532d1f3441d07c,0yDB9QPreJjeDynwlwZ4m2
Bahaa Sultan,0.235,https://api.spotify.com/v1/audio-analysis/5YH0SNUHx7P423UiUvB67d,0.674,302513,0.808,5YH0SNUHx7P423UiUvB67d,0,5,0.0663,-5.079,0,0.0443,91.038,4,https://api.spotify.com/v1/tracks/5YH0SNUHx7P423UiUvB67d,audio_features,spotify:track:5YH0SNUHx7P423UiUvB67d,0.611,Cigara,https://p.scdn.co/mp3-preview/60e4d934d8ff943ae17a1fb55cab4ad9bf34c8f9?cid=f0ab2ded1b8a482188532d1f3441d07c,5YH0SNUHx7P423UiUvB67d
Bahaa Sultan,0.385,https://api.spotify.com/v1/audio-analysis/6dKoWbMsM9yr07eaPk1OG5,0.573,306260,0.482,6dKoWbMsM9yr07eaPk1OG5,1.07E-05,10,0.138,-12.583,0,0.0343,136.027,4,https://api.spotify.com/v1/tracks/6dKoWbMsM9yr07eaPk1OG5,audio_features,spotify:track:6dKoWbMsM9yr07eaPk1OG5,0.496,Albak Ya Hawl ALLAH,https://p.scdn.co/mp3-preview/985b1672e1ce5a57d1fcf0bc450dd5bf73be12f5?cid=f0ab2ded1b8a482188532d1f3441d07c,6dKoWbMsM9yr07eaPk1OG5
Zain - Arabian Music,0.127,https://api.spotify.com/v1/audio-analysis/1pdg6h5V66JcmofSzG2Z16,0.578,300750,0.822,1pdg6h5V66JcmofSzG2Z16,0.384,4,0.146,-6.527,0,0.0459,90.021,4,https://api.spotify.com/v1/tracks/1pdg6h5V66JcmofSzG2Z16,audio_features,spotify:track:1pdg6h5V66JcmofSzG2Z16,0.32,Sultan of lovers,https://p.scdn.co/mp3-preview/752a3aaafd38ad2b321a0132c28760594829fc98?cid=f0ab2ded1b8a482188532d1f3441d07c,1pdg6h5V66JcmofSzG2Z16
Bahaa Sultan,0.568,https://api.spotify.com/v1/audio-analysis/0lSVhIuoo0Qbtqr7xz1Ifs,0.677,214739,0.618,0lSVhIuoo0Qbtqr7xz1Ifs,0.00016,0,0.0887,-7.803,0,0.0663,169.827,4,https://api.spotify.com/v1/tracks/0lSVhIuoo0Qbtqr7xz1Ifs,audio_features,spotify:track:0lSVhIuoo0Qbtqr7xz1Ifs,0.905,شكر خاص,https://p.scdn.co/mp3-preview/9a15baf15a7093325e9f6959ba24589734e734d8?cid=f0ab2ded1b8a482188532d1f3441d07c,0lSVhIuoo0Qbtqr7xz1Ifs
Sherine,0.0559,https://api.spotify.com/v1/audio-analysis/5CFthll5TbZDuWalGzrqxM,0.733,275409,0.561,5CFthll5TbZDuWalGzrqxM,0,8,0.12,-10.353,1,0.05,126.008,4,https://api.spotify.com/v1/tracks/5CFthll5TbZDuWalGzrqxM,audio_features,spotify:track:5CFthll5TbZDuWalGzrqxM,0.673,Wo Bena'es Hayati Ma'aak,https://p.scdn.co/mp3-preview/4db9dd89101ab1fd5ba8910114d5971170c95c79?cid=f0ab2ded1b8a482188532d1f3441d07c,5CFthll5TbZDuWalGzrqxM
Sultan + Shepard,0.00826,https://api.spotify.com/v1/audio-analysis/3qda6E8ABSxAXfyxQtdtwF,0.584,289672,0.948,3qda6E8ABSxAXfyxQtdtwF,0.925,3,0.113,-6.856,1,0.0417,121.97,4,https://api.spotify.com/v1/tracks/3qda6E8ABSxAXfyxQtdtwF,audio_features,spotify:track:3qda6E8ABSxAXfyxQtdtwF,0.0774,Kochi,https://p.scdn.co/mp3-preview/2aa9ad32c0bc93e55771b31dc5f6eee13dbd64d2?cid=f0ab2ded1b8a482188532d1f3441d07c,3qda6E8ABSxAXfyxQtdtwF
Bahaa Sultan,0.595,https://api.spotify.com/v1/audio-analysis/0hA2CXgMOXTAuwV9iDNZEq,0.495,298681,0.605,0hA2CXgMOXTAuwV9iDNZEq,0,1,0.373,-5.819,0,0.0507,90.954,4,https://api.spotify.com/v1/tracks/0hA2CXgMOXTAuwV9iDNZEq,audio_features,spotify:track:0hA2CXgMOXTAuwV9iDNZEq,0.597,Layali Taweela,https://p.scdn.co/mp3-preview/7526e18b4db9bcb5c1e1d655c52a9843c6220587?cid=f0ab2ded1b8a482188532d1f3441d07c,0hA2CXgMOXTAuwV9iDNZEq
Bahaa Sultan,0.335,https://api.spotify.com/v1/audio-analysis/4xVzoQG6nCGk8WYEg4rZPm,0.656,265561,0.749,4xVzoQG6nCGk8WYEg4rZPm,7.34E-06,1,0.12,-7.357,0,0.033,98.011,4,https://api.spotify.com/v1/tracks/4xVzoQG6nCGk8WYEg4rZPm,audio_features,spotify:track:4xVzoQG6nCGk8WYEg4rZPm,0.61,Da Hob Wala,https://p.scdn.co/mp3-preview/119cd3cf56cb4514fe07bfc84606d6077c763316?cid=f0ab2ded1b8a482188532d1f3441d07c,4xVzoQG6nCGk8WYEg4rZPm
Bahaa Sultan,0.189,https://api.spotify.com/v1/audio-analysis/2dZWTzIFI8xPSlXms4HuXV,0.655,190659,0.744,2dZWTzIFI8xPSlXms4HuXV,8.00E-06,1,0.0866,-5.271,0,0.0419,166.061,4,https://api.spotify.com/v1/tracks/2dZWTzIFI8xPSlXms4HuXV,audio_features,spotify:track:2dZWTzIFI8xPSlXms4HuXV,0.726,قلب اسود,https://p.scdn.co/mp3-preview/54646c013c47f70b2205f11149aa6b36168295b2?cid=f0ab2ded1b8a482188532d1f3441d07c,2dZWTzIFI8xPSlXms4HuXV
Carrier,0.226,https://api.spotify.com/v1/audio-analysis/5vIVMFnHfE5mlc43PdPKYC,0.755,162697,0.754,5vIVMFnHfE5mlc43PdPKYC,2.21E-05,3,0.21,-6.73,0,0.0311,120.012,4,https://api.spotify.com/v1/tracks/5vIVMFnHfE5mlc43PdPKYC,audio_features,spotify:track:5vIVMFnHfE5mlc43PdPKYC,0.656,Elly Yhbna Yeamel Zeina (Aalan Carrier 2023),https://p.scdn.co/mp3-preview/3b7408afdb942aefa12bac29d8fe2f74a9a3c566?cid=f0ab2ded1b8a482188532d1f3441d07c,5vIVMFnHfE5mlc43PdPKYC
Bahaa Sultan,0.598,https://api.spotify.com/v1/audio-analysis/6V58yrhMVPcHyARryxpwAl,0.531,212976,0.521,6V58yrhMVPcHyARryxpwAl,0,3,0.135,-7.645,0,0.0315,126.02,4,https://api.spotify.com/v1/tracks/6V58yrhMVPcHyARryxpwAl,audio_features,spotify:track:6V58yrhMVPcHyARryxpwAl,0.356,Ana,https://p.scdn.co/mp3-preview/4cd65720aaaeb9f02a495b2e8f83a31a6c9e5113?cid=f0ab2ded1b8a482188532d1f3441d07c,6V58yrhMVPcHyARryxpwAl
Bahaa Sultan,0.198,https://api.spotify.com/v1/audio-analysis/5QT7rd7uxV3CWBVemTJoR7,0.642,262766,0.752,5QT7rd7uxV3CWBVemTJoR7,2.09E-06,11,0.102,-8.066,0,0.0369,151.905,4,https://api.spotify.com/v1/tracks/5QT7rd7uxV3CWBVemTJoR7,audio_features,spotify:track:5QT7rd7uxV3CWBVemTJoR7,0.715,Ana Mesh Ma'ahom,https://p.scdn.co/mp3-preview/86cda28aaae5eb2e0978ab306357857003b68da3?cid=f0ab2ded1b8a482188532d1f3441d07c,5QT7rd7uxV3CWBVemTJoR7
Bahaa Sultan,0.498,https://api.spotify.com/v1/audio-analysis/1WWZb7F6vCniQEb19qqF3Y,0.587,388519,0.677,1WWZb7F6vCniQEb19qqF3Y,6.83E-05,9,0.0386,-8.728,0,0.0784,179.136,4,https://api.spotify.com/v1/tracks/1WWZb7F6vCniQEb19qqF3Y,audio_features,spotify:track:1WWZb7F6vCniQEb19qqF3Y,0.533,Bayennena,https://p.scdn.co/mp3-preview/5ad3faa36ac727fc967f18b5db55610c25ae5ee7?cid=f0ab2ded1b8a482188532d1f3441d07c,1WWZb7F6vCniQEb19qqF3Y
Bahaa Sultan,0.527,https://api.spotify.com/v1/audio-analysis/6RwlInFRtVO7eFjaBytGz7,0.509,247500,0.695,6RwlInFRtVO7eFjaBytGz7,0,11,0.101,-5.658,0,0.0923,160.076,4,https://api.spotify.com/v1/tracks/6RwlInFRtVO7eFjaBytGz7,audio_features,spotify:track:6RwlInFRtVO7eFjaBytGz7,0.637,Meen Et3allem Bebalash,https://p.scdn.co/mp3-preview/816e91d64aed9b4e61407899ddaf4cde07c5cf79?cid=f0ab2ded1b8a482188532d1f3441d07c,6RwlInFRtVO7eFjaBytGz7
Sultan + Shepard,0.4,https://api.spotify.com/v1/audio-analysis/1IhObniR2Ilt0WSeZ6sv9V,0.491,316707,0.718,1IhObniR2Ilt0WSeZ6sv9V,0.893,6,0.111,-9.097,0,0.0427,122.915,4,https://api.spotify.com/v1/tracks/1IhObniR2Ilt0WSeZ6sv9V,audio_features,spotify:track:1IhObniR2Ilt0WSeZ6sv9V,0.0401,Vahé,https://p.scdn.co/mp3-preview/d40556b95a99e79bed600400060e6b16533c9014?cid=f0ab2ded1b8a482188532d1f3441d07c,1IhObniR2Ilt0WSeZ6sv9V
Bahaa Sultan,0.377,https://api.spotify.com/v1/audio-analysis/0y3JT2WCFNH18tnrtcC5ip,0.573,280842,0.774,0y3JT2WCFNH18tnrtcC5ip,0,2,0.607,-10.365,0,0.113,148.015,4,https://api.spotify.com/v1/tracks/0y3JT2WCFNH18tnrtcC5ip,audio_features,spotify:track:0y3JT2WCFNH18tnrtcC5ip,0.52,Yally Bayea',https://p.scdn.co/mp3-preview/d789593ddf0bcd2df4a6afc889702970c1f9cd03?cid=f0ab2ded1b8a482188532d1f3441d07c,0y3JT2WCFNH18tnrtcC5ip
Baha'a Sultan,0.355,https://api.spotify.com/v1/audio-analysis/6sn4Cb1QDYSdl60QqHDJaU,0.667,244373,0.809,6sn4Cb1QDYSdl60QqHDJaU,0,4,0.0532,-5.326,0,0.0629,90.006,4,https://api.spotify.com/v1/tracks/6sn4Cb1QDYSdl60QqHDJaU,audio_features,spotify:track:6sn4Cb1QDYSdl60QqHDJaU,0.961,El Wad Albu Beyouga'u,https://p.scdn.co/mp3-preview/e9664fa77b5c2d8b190f8a1a510c19f86ed8a54f?cid=f0ab2ded1b8a482188532d1f3441d07c,6sn4Cb1QDYSdl60QqHDJaU
Bahaa Sultan,0.555,https://api.spotify.com/v1/audio-analysis/0xywthPv9nCu6lgpU5nMcA,0.236,176312,0.545,0xywthPv9nCu6lgpU5nMcA,0,2,0.0691,-7.803,0,0.0626,178.264,4,https://api.spotify.com/v1/tracks/0xywthPv9nCu6lgpU5nMcA,audio_features,spotify:track:0xywthPv9nCu6lgpU5nMcA,0.259,البيت وحش - من فيلم جروب الماميز,https://p.scdn.co/mp3-preview/741f87f7e585a88070441e415eaab6f2d852d392?cid=f0ab2ded1b8a482188532d1f3441d07c,0xywthPv9nCu6lgpU5nMcA
Bahaa Sultan,0.201,https://api.spotify.com/v1/audio-analysis/5Pc13Ml9MZUJO0lA9aRBmt,0.626,299860,0.847,5Pc13Ml9MZUJO0lA9aRBmt,7.70E-05,0,0.11,-7.441,0,0.0669,95,4,https://api.spotify.com/v1/tracks/5Pc13Ml9MZUJO0lA9aRBmt,audio_features,spotify:track:5Pc13Ml9MZUJO0lA9aRBmt,0.883,Tahady,https://p.scdn.co/mp3-preview/9d4201eb77a000811bbda2178f3c7e7615c961fb?cid=f0ab2ded1b8a482188532d1f3441d07c,5Pc13Ml9MZUJO0lA9aRBmt
Bahaa Sultan,0.259,https://api.spotify.com/v1/audio-analysis/55OVYHB8cT1Joo9mXpjBi4,0.695,270550,0.666,55OVYHB8cT1Joo9mXpjBi4,0.000102,0,0.0392,-10.086,1,0.0333,90.01,4,https://api.spotify.com/v1/tracks/55OVYHB8cT1Joo9mXpjBi4,audio_features,spotify:track:55OVYHB8cT1Joo9mXpjBi4,0.963,Mayroddesh,https://p.scdn.co/mp3-preview/629b58ed04541b2983a650d3b0e2535896dbf329?cid=f0ab2ded1b8a482188532d1f3441d07c,55OVYHB8cT1Joo9mXpjBi4
LuSiD,0.00224,https://api.spotify.com/v1/audio-analysis/3ZJkyGmXomlMPWFlaFqvAM,0.811,300000,0.773,3ZJkyGmXomlMPWFlaFqvAM,0.874,1,0.127,-5.799,1,0.0396,124.018,4,https://api.spotify.com/v1/tracks/3ZJkyGmXomlMPWFlaFqvAM,audio_features,spotify:track:3ZJkyGmXomlMPWFlaFqvAM,0.3,Sultan,https://p.scdn.co/mp3-preview/4488dd886dc6fffdba43aebc2bd5a7a75fa1dbb0?cid=f0ab2ded1b8a482188532d1f3441d07c,3ZJkyGmXomlMPWFlaFqvAM
Bahaa Sultan,0.533,https://api.spotify.com/v1/audio-analysis/7LBbpfj4sHU87VreisOCoM,0.611,272222,0.809,7LBbpfj4sHU87VreisOCoM,0.00117,2,0.137,-5.472,0,0.0722,170.005,4,https://api.spotify.com/v1/tracks/7LBbpfj4sHU87VreisOCoM,audio_features,spotify:track:7LBbpfj4sHU87VreisOCoM,0.685,Khalletny Akhaf,https://p.scdn.co/mp3-preview/e1ad7b504eb6d8ef73e4f9c03ff352e6abd82fcc?cid=f0ab2ded1b8a482188532d1f3441d07c,7LBbpfj4sHU87VreisOCoM
Ananya Bhat,0.472,https://api.spotify.com/v1/audio-analysis/4aO9pvX2kTJTdmJqc0YRsr,0.588,217524,0.836,4aO9pvX2kTJTdmJqc0YRsr,2.53E-05,4,0.176,-7.138,0,0.107,124.984,4,https://api.spotify.com/v1/tracks/4aO9pvX2kTJTdmJqc0YRsr,audio_features,spotify:track:4aO9pvX2kTJTdmJqc0YRsr,0.217,Sultan,https://p.scdn.co/mp3-preview/b0d1f9a21af5b88e63828fd98385c6ed6f484271?cid=f0ab2ded1b8a482188532d1f3441d07c,4aO9pvX2kTJTdmJqc0YRsr
Bahaa Sultan,0.605,https://api.spotify.com/v1/audio-analysis/1jPzLQotVDGMdqhLdH8BNg,0.594,392699,0.619,1jPzLQotVDGMdqhLdH8BNg,4.15E-06,8,0.0329,-9.558,1,0.0897,177.826,4,https://api.spotify.com/v1/tracks/1jPzLQotVDGMdqhLdH8BNg,audio_features,spotify:track:1jPzLQotVDGMdqhLdH8BNg,0.727,Youmin Wo 'Aaddo,https://p.scdn.co/mp3-preview/f7a4b177a707b77ff8bde5231062b64974dbd3e9?cid=f0ab2ded1b8a482188532d1f3441d07c,1jPzLQotVDGMdqhLdH8BNg
Bahaa Sultan,0.565,https://api.spotify.com/v1/audio-analysis/09ja6PbqwCJrXrgqpk9b2k,0.605,191948,0.609,09ja6PbqwCJrXrgqpk9b2k,0,0,0.0888,-10.015,1,0.0866,173.766,4,https://api.spotify.com/v1/tracks/09ja6PbqwCJrXrgqpk9b2k,audio_features,spotify:track:09ja6PbqwCJrXrgqpk9b2k,0.745,Aally,https://p.scdn.co/mp3-preview/2e3ef84c79d4c0460660121732b7ddbce5511e25?cid=f0ab2ded1b8a482188532d1f3441d07c,09ja6PbqwCJrXrgqpk9b2k
Bahaa Sultan,0.204,https://api.spotify.com/v1/audio-analysis/6zIvLt0jU08Nb6OnxLDelm,0.513,265723,0.738,6zIvLt0jU08Nb6OnxLDelm,0,2,0.117,-5.821,0,0.0379,164.119,4,https://api.spotify.com/v1/tracks/6zIvLt0jU08Nb6OnxLDelm,audio_features,spotify:track:6zIvLt0jU08Nb6OnxLDelm,0.507,Ramy El Hemoul,https://p.scdn.co/mp3-preview/6f4faa8bf0ee6e3302c6886bd57b877deb606326?cid=f0ab2ded1b8a482188532d1f3441d07c,6zIvLt0jU08Nb6OnxLDelm
Ajmal Zahin,0.704,https://api.spotify.com/v1/audio-analysis/77mddz5q1ZVQfMbcLHvZIQ,0.562,172000,0.453,77mddz5q1ZVQfMbcLHvZIQ,0,5,0.118,-5.685,0,0.026,142.191,3,https://api.spotify.com/v1/tracks/77mddz5q1ZVQfMbcLHvZIQ,audio_features,spotify:track:77mddz5q1ZVQfMbcLHvZIQ,0.408,Sultan Qalbha - Acoustic,https://p.scdn.co/mp3-preview/b57dfa4401aa25bbf4adfc2a0e32b6d2387f6eba?cid=f0ab2ded1b8a482188532d1f3441d07c,77mddz5q1ZVQfMbcLHvZIQ
Bahaa Sultan,0.194,https://api.spotify.com/v1/audio-analysis/3BIfGrkyYPUesAwHd7ZVLS,0.781,164400,0.738,3BIfGrkyYPUesAwHd7ZVLS,0,3,0.219,-5.313,0,0.112,95.001,4,https://api.spotify.com/v1/tracks/3BIfGrkyYPUesAwHd7ZVLS,audio_features,spotify:track:3BIfGrkyYPUesAwHd7ZVLS,0.816,Delwaqti Agabnako,https://p.scdn.co/mp3-preview/c7e3d49d7d8b91746fe43f0e60e2b7a192045121?cid=f0ab2ded1b8a482188532d1f3441d07c,3BIfGrkyYPUesAwHd7ZVLS
Bahaa Sultan,0.379,https://api.spotify.com/v1/audio-analysis/36QCBQgsv2Y2zoRFt2Blac,0.683,203226,0.896,36QCBQgsv2Y2zoRFt2Blac,0,6,0.039,-4.113,0,0.133,154.942,4,https://api.spotify.com/v1/tracks/36QCBQgsv2Y2zoRFt2Blac,audio_features,spotify:track:36QCBQgsv2Y2zoRFt2Blac,0.933,ندرا عليا,https://p.scdn.co/mp3-preview/7f20c078009ecd8e27a4857bcba8d121ddb716aa?cid=f0ab2ded1b8a482188532d1f3441d07c,36QCBQgsv2Y2zoRFt2Blac
Sultan + Shepard,0.00601,https://api.spotify.com/v1/audio-analysis/1Isqzs72pybkf6iVwpNKwN,0.694,199795,0.792,1Isqzs72pybkf6iVwpNKwN,0.944,4,0.107,-10.576,1,0.0468,122.005,4,https://api.spotify.com/v1/tracks/1Isqzs72pybkf6iVwpNKwN,audio_features,spotify:track:1Isqzs72pybkf6iVwpNKwN,0.0604,Siwa,https://p.scdn.co/mp3-preview/fe152d93aa72981b1e7bd5c0759521d33c4a6d7b?cid=f0ab2ded1b8a482188532d1f3441d07c,1Isqzs72pybkf6iVwpNKwN
Bahaa Sultan,0.175,https://api.spotify.com/v1/audio-analysis/7MPlStmbGHkk27zc1EhWgf,0.681,257620,0.789,7MPlStmbGHkk27zc1EhWgf,7.58E-06,4,0.0492,-4.645,0,0.054,88.013,4,https://api.spotify.com/v1/tracks/7MPlStmbGHkk27zc1EhWgf,audio_features,spotify:track:7MPlStmbGHkk27zc1EhWgf,0.876,100-100,https://p.scdn.co/mp3-preview/605f27b902ff7a7bbaaad5c86c5acf9856153616?cid=f0ab2ded1b8a482188532d1f3441d07c,7MPlStmbGHkk27zc1EhWgf
Sultan + Shepard,0.572,https://api.spotify.com/v1/audio-analysis/7efopgAVYTRnhnCyJFxOAv,0.565,282568,0.832,7efopgAVYTRnhnCyJFxOAv,0.896,1,0.0939,-8.062,1,0.0345,122.004,4,https://api.spotify.com/v1/tracks/7efopgAVYTRnhnCyJFxOAv,audio_features,spotify:track:7efopgAVYTRnhnCyJFxOAv,0.296,Neptune,https://p.scdn.co/mp3-preview/9a5d555a1f524c1f34dd77e20059a0ab950f9097?cid=f0ab2ded1b8a482188532d1f3441d07c,7efopgAVYTRnhnCyJFxOAv
Bahaa Sultan,0.0385,https://api.spotify.com/v1/audio-analysis/4rIao1n8eugEpw2c6OSxWk,0.67,282384,0.74,4rIao1n8eugEpw2c6OSxWk,1.64E-06,1,0.0623,-9.785,0,0.0377,127.993,4,https://api.spotify.com/v1/tracks/4rIao1n8eugEpw2c6OSxWk,audio_features,spotify:track:4rIao1n8eugEpw2c6OSxWk,0.664,Elly Fi 'Einy,https://p.scdn.co/mp3-preview/f5d00a853c97f637f100fe4d92de350c1e441f60?cid=f0ab2ded1b8a482188532d1f3441d07c,4rIao1n8eugEpw2c6OSxWk
Bahaa Sultan,0.325,https://api.spotify.com/v1/audio-analysis/6Ghgn3JIGwJq3H9SuTCikZ,0.579,240039,0.797,6Ghgn3JIGwJq3H9SuTCikZ,0,7,0.828,-6.707,1,0.104,172.018,4,https://api.spotify.com/v1/tracks/6Ghgn3JIGwJq3H9SuTCikZ,audio_features,spotify:track:6Ghgn3JIGwJq3H9SuTCikZ,0.771,Malak,https://p.scdn.co/mp3-preview/309a58de4475c82fb6692624525713346a8bf78c?cid=f0ab2ded1b8a482188532d1f3441d07c,6Ghgn3JIGwJq3H9SuTCikZ
Bahaa Sultan,0.377,https://api.spotify.com/v1/audio-analysis/4qag3RXqIkdrL0goJPOFjA,0.734,160992,0.743,4qag3RXqIkdrL0goJPOFjA,0,7,0.25,-5.183,0,0.146,140.006,4,https://api.spotify.com/v1/tracks/4qag3RXqIkdrL0goJPOFjA,audio_features,spotify:track:4qag3RXqIkdrL0goJPOFjA,0.825,Mazag El Kher - outro,https://p.scdn.co/mp3-preview/55fbe0976b3947518420c953f9afbf9911f3f39b?cid=f0ab2ded1b8a482188532d1f3441d07c,4qag3RXqIkdrL0goJPOFjA
Bahaa Sultan,0.121,https://api.spotify.com/v1/audio-analysis/4QEtI8VRtptaY8cF1nagjN,0.649,273846,0.794,4QEtI8VRtptaY8cF1nagjN,3.28E-06,0,0.345,-5.872,1,0.0341,125.964,4,https://api.spotify.com/v1/tracks/4QEtI8VRtptaY8cF1nagjN,audio_features,spotify:track:4QEtI8VRtptaY8cF1nagjN,0.658,3amleen El Sa7,https://p.scdn.co/mp3-preview/1a45e0f8dea1dcaba934f3cd070ff90041248c39?cid=f0ab2ded1b8a482188532d1f3441d07c,4QEtI8VRtptaY8cF1nagjN
Sultan + Shepard,0.00384,https://api.spotify.com/v1/audio-analysis/7tUV1C6gSX3gzCkMOkw9aV,0.637,247875,0.758,7tUV1C6gSX3gzCkMOkw9aV,0.898,6,0.0745,-11.252,1,0.044,120.02,4,https://api.spotify.com/v1/tracks/7tUV1C6gSX3gzCkMOkw9aV,audio_features,spotify:track:7tUV1C6gSX3gzCkMOkw9aV,0.0521,Tayrona,https://p.scdn.co/mp3-preview/73d90b4045f809c2777e893a0d515ede5a46e957?cid=f0ab2ded1b8a482188532d1f3441d07c,7tUV1C6gSX3gzCkMOkw9aV
Bahaa Sultan,0.223,https://api.spotify.com/v1/audio-analysis/2Jv2oxZdru8treUb5BHGeK,0.734,116067,0.671,2Jv2oxZdru8treUb5BHGeK,5.14E-05,2,0.0855,-8.289,0,0.121,104.955,4,https://api.spotify.com/v1/tracks/2Jv2oxZdru8treUb5BHGeK,audio_features,spotify:track:2Jv2oxZdru8treUb5BHGeK,0.629,أنا متفائل,https://p.scdn.co/mp3-preview/85577bc3e72a30192cb3a769dd5d999b3a28e0e9?cid=f0ab2ded1b8a482188532d1f3441d07c,2Jv2oxZdru8treUb5BHGeK
Fairuz,0.73,https://api.spotify.com/v1/audio-analysis/2ea6bt302Bq8Hiulp8Bn2C,0.578,212924,0.266,2ea6bt302Bq8Hiulp8Bn2C,0,5,0.271,-13.454,0,0.0365,98.571,4,https://api.spotify.com/v1/tracks/2ea6bt302Bq8Hiulp8Bn2C,audio_features,spotify:track:2ea6bt302Bq8Hiulp8Bn2C,0.32,Saalouny El Nas,https://p.scdn.co/mp3-preview/d5c0994a3bb204dc66d13c2c46dc866e66a86a1d?cid=f0ab2ded1b8a482188532d1f3441d07c,2ea6bt302Bq8Hiulp8Bn2C
Fairuz,0.762,https://api.spotify.com/v1/audio-analysis/1Xf9s0vxxGyiMHQDtxK9Cu,0.342,202998,0.402,1Xf9s0vxxGyiMHQDtxK9Cu,3.84E-05,2,0.794,-8.666,0,0.0295,92.111,4,https://api.spotify.com/v1/tracks/1Xf9s0vxxGyiMHQDtxK9Cu,audio_features,spotify:track:1Xf9s0vxxGyiMHQDtxK9Cu,0.297,Konna Netlaka,https://p.scdn.co/mp3-preview/7f6d8dbac1b91dd3f9d85db9e9dd8740dbea2e4f?cid=f0ab2ded1b8a482188532d1f3441d07c,1Xf9s0vxxGyiMHQDtxK9Cu
Fairuz Hussein,0.311,https://api.spotify.com/v1/audio-analysis/6LUF5rvBhguej0gS7JLlJj,0.692,222851,0.915,6LUF5rvBhguej0gS7JLlJj,0,1,0.361,-5.871,1,0.0778,119.041,4,https://api.spotify.com/v1/tracks/6LUF5rvBhguej0gS7JLlJj,audio_features,spotify:track:6LUF5rvBhguej0gS7JLlJj,0.615,Datanglah,https://p.scdn.co/mp3-preview/4dba7897463f87183f3295567df6657384a48b60?cid=f0ab2ded1b8a482188532d1f3441d07c,6LUF5rvBhguej0gS7JLlJj
Fairuz,0.435,https://api.spotify.com/v1/audio-analysis/7BXhyXma11NSNQlQDZOgiN,0.554,243278,0.331,7BXhyXma11NSNQlQDZOgiN,0,2,0.308,-14.449,1,0.0344,128.202,4,https://api.spotify.com/v1/tracks/7BXhyXma11NSNQlQDZOgiN,audio_features,spotify:track:7BXhyXma11NSNQlQDZOgiN,0.418,Nassam Alayna El Hawa,https://p.scdn.co/mp3-preview/b0d4a954aefa22c31f308dde82ac7d0c11def89c?cid=f0ab2ded1b8a482188532d1f3441d07c,7BXhyXma11NSNQlQDZOgiN
Fairuz,0.869,https://api.spotify.com/v1/audio-analysis/7JaX3X1cPBAGoTs4V1P4uy,0.416,211840,0.393,7JaX3X1cPBAGoTs4V1P4uy,6.69E-05,4,0.11,-10.053,1,0.0672,79.968,4,https://api.spotify.com/v1/tracks/7JaX3X1cPBAGoTs4V1P4uy,audio_features,spotify:track:7JaX3X1cPBAGoTs4V1P4uy,0.405,Kifak Inta,https://p.scdn.co/mp3-preview/987438fe1af377bf92b782050db956c78ae26c6e?cid=f0ab2ded1b8a482188532d1f3441d07c,7JaX3X1cPBAGoTs4V1P4uy
Fairuz,0.823,https://api.spotify.com/v1/audio-analysis/4H065d2WS05Pig3f5u0ARg,0.487,152294,0.45,4H065d2WS05Pig3f5u0ARg,0.000312,7,0.974,-11.565,0,0.0423,94.977,4,https://api.spotify.com/v1/tracks/4H065d2WS05Pig3f5u0ARg,audio_features,spotify:track:4H065d2WS05Pig3f5u0ARg,0.548,Ya Ana Ya Ana - Live,https://p.scdn.co/mp3-preview/a1f040c53f686d5553423bf438ac6f918d4da0de?cid=f0ab2ded1b8a482188532d1f3441d07c,4H065d2WS05Pig3f5u0ARg
